run_name,lr,augmentation,mAP50,mAP50-95,precision,recall
lr0.0001_augFalse,0.0001,False,0.7419058265723095,0.4897260069799326,0.7681888425732561,0.6680307337435691
lr0.0001_augTrue,0.0001,True,0.7633385485961899,0.482758417178787,0.7823597738611954,0.691681279613640
